# omega(Hartree), S(1/Hartree)
2.004663369164004227e-01,4.347851467587283025e+00
2.015617813804244651e-01,4.334559322980530816e+00
2.026572258444485075e-01,4.320747236990578166e+00
2.037526703084725777e-01,4.306419731421651242e+00
2.048481147724966200e-01,4.291581452572582833e+00
2.059435592365206347e-01,4.276237170030719348e+00
2.070390037005446771e-01,4.260391775474561271e+00
2.081344481645687194e-01,4.244050281484374132e+00
2.092298926285927896e-01,4.227217820359548739e+00
2.103253370926168320e-01,4.209899642941268283e+00
2.114207815566408744e-01,4.192101117439238855e+00
2.125162260206649167e-01,4.173827728260817160e+00
2.136116704846889591e-01,4.155085074841343484e+00
2.147071149487130015e-01,4.135878870473448821e+00
2.158025594127370717e-01,4.116214941134368033e+00
2.168980038767611140e-01,4.096099224308940911e+00
2.179934483407851564e-01,4.075537767806268086e+00
2.190888928048091988e-01,4.054536728569003046e+00
2.201843372688332134e-01,4.033102371472010006e+00
2.212797817328572836e-01,4.011241068109406172e+00
2.223752261968813260e-01,3.988959295567090724e+00
2.234706706609053961e-01,3.966263635179056557e+00
2.245661151249294107e-01,3.943160771264732745e+00
2.256615595889534809e-01,3.919657489845570275e+00
2.267570040529774955e-01,3.895760677338012457e+00
2.278524485170015657e-01,3.871477319220480329e+00
2.289478929810256080e-01,3.846814498672527005e+00
2.300433374450496782e-01,3.821779395182330230e+00
2.311387819090736928e-01,3.796379283121643855e+00
2.322342263730977630e-01,3.770621530283933875e+00
2.333296708371217776e-01,3.744513596384404064e+00
2.344251153011458477e-01,3.718063031518426431e+00
2.355205597651698901e-01,3.691277474576208917e+00
2.366160042291939603e-01,3.664164651610636092e+00
2.377114486932179749e-01,3.636732374156055769e+00
2.388068931572420450e-01,3.608988537494742577e+00
2.399023376212660597e-01,3.580941118868981476e+00
2.409977820852901298e-01,3.552598175635738098e+00
2.420932265493141722e-01,3.523967843361317964e+00
2.431886710133382423e-01,3.495058333853581889e+00
2.442841154773622570e-01,3.465877933129094757e+00
2.453795599413863271e-01,3.436434999312386385e+00
2.464750044054103417e-01,3.406737960465532122e+00
2.475704488694343841e-01,3.376795312344881506e+00
2.486658933334584543e-01,3.346615616083393974e+00
2.497613377974824689e-01,3.316207495795570726e+00
2.508567822615065390e-01,3.285579636103754364e+00
2.519522267255305814e-01,3.254740779582580235e+00
2.530476711895546238e-01,3.223699724121023902e+00
2.541431156535786662e-01,3.192465320199231460e+00
2.552385601176027086e-01,3.161046468078896332e+00
2.563340045816267510e-01,3.129452114905721061e+00
2.574294490456507933e-01,3.097691251722352046e+00
2.585248935096748357e-01,3.065772910391266759e+00
2.596203379736989336e-01,3.033706160425340137e+00
2.607157824377229205e-01,3.001500105727248791e+00
2.618112269017470184e-01,2.969163881234913482e+00
2.629066713657710053e-01,2.936706649474693620e+00
2.640021158297951032e-01,2.904137597020375328e+00
2.650975602938191455e-01,2.871465930859511406e+00
2.661930047578431879e-01,2.838700874666551410e+00
2.672884492218672303e-01,2.805851664983721960e+00
2.683838936858912727e-01,2.772927547310476193e+00
2.694793381499153151e-01,2.739937772102523983e+00
2.705747826139393575e-01,2.706891590682265036e+00
2.716702270779633999e-01,2.673798251061836329e+00
2.727656715419874978e-01,2.640666993681122676e+00
2.738611160060114846e-01,2.607507047062998407e+00
2.749565604700355270e-01,2.574327623388440678e+00
2.760520049340595694e-01,2.541137913994597763e+00
2.771474493980836118e-01,2.507947084798711757e+00
2.782428938621077097e-01,2.474764271651968439e+00
2.793383383261316966e-01,2.441598575627221379e+00
2.804337827901557945e-01,2.408459058244115436e+00
2.815292272541797813e-01,2.375354736637268704e+00
2.826246717182038792e-01,2.342294578671678895e+00
2.837201161822279216e-01,2.309287498010804462e+00
2.848155606462519640e-01,2.276342349143062549e+00
2.859110051102760064e-01,2.243467922372306411e+00
2.870064495743000488e-01,2.210672938778509788e+00
2.881018940383240912e-01,2.177966045155574015e+00
2.891973385023481335e-01,2.145355808932259301e+00
2.902927829663721759e-01,2.112850713083747944e+00
2.913882274303962738e-01,2.080459151041319732e+00
2.924836718944202607e-01,2.048189421606983807e+00
2.935791163584443586e-01,2.016049723881356837e+00
2.946745608224683455e-01,1.984048152212907201e+00
2.957700052864924434e-01,1.952192691175942851e+00
2.968654497505164858e-01,1.920491210586463104e+00
2.979608942145405281e-01,1.888951460564110896e+00
2.990563386785645705e-01,1.857581066648654744e+00
3.001517831425886129e-01,1.826387524979736998e+00
3.012472276066126553e-01,1.795378197549073462e+00
3.023426720706366977e-01,1.764560307533278305e+00
3.034381165346607401e-01,1.733940934716616811e+00
3.045335609986847825e-01,1.703527011012483383e+00
3.056290054627088248e-01,1.673325316092367565e+00
3.067244499267328672e-01,1.643342473130697146e+00
3.078198943907569096e-01,1.613584944675138244e+00
3.089153388547809520e-01,1.584059028649533740e+00
3.100107833188050499e-01,1.554770854498862542e+00
3.111062277828290368e-01,1.525726379484403150e+00
3.122016722468531347e-01,1.496931385135949588e+00
3.132971167108771215e-01,1.468391473870550801e+00
3.143925611749012194e-01,1.440112065782987338e+00
3.154880056389252618e-01,1.412098395617616964e+00
3.165834501029493042e-01,1.384355509925920824e+00
3.176788945669733466e-01,1.356888264417902334e+00
3.187743390309973890e-01,1.329701321512964496e+00
3.198697834950214314e-01,1.302799148094931247e+00
3.209652279590454738e-01,1.276186013477780046e+00
3.220606724230695161e-01,1.249865987586151972e+00
3.231561168870936140e-01,1.223842939354389703e+00
3.242515613511176009e-01,1.198120535349096016e+00
3.253470058151416988e-01,1.172702238616879500e+00
3.264424502791656857e-01,1.147591307761737456e+00
3.275378947431897836e-01,1.122790796250846990e+00
3.286333392072138260e-01,1.098303551961518743e+00
3.297287836712378128e-01,1.074132216945228979e+00
3.308242281352619107e-01,1.050279227442108887e+00
3.319196725992858976e-01,1.026746814121225038e+00
3.330151170633099955e-01,1.003537002555739077e+00
3.341105615273339824e-01,9.806516139304760626e-01
3.352060059913580803e-01,9.580922659796662355e-01
3.363014504553821227e-01,9.358603741527464770e-01
3.373968949194061651e-01,9.139571530054874104e-01
3.384923393834302074e-01,8.923836178130336583e-01
3.395877838474542498e-01,8.711405864005750121e-01
3.406832283114782922e-01,8.502286811878567718e-01
3.417786727755023346e-01,8.296483314416462918e-01
3.428741172395263770e-01,8.093997757322817233e-01
3.439695617035504749e-01,7.894830645867466634e-01
3.450650061675744618e-01,7.698980633332915824e-01
3.461604506315985597e-01,7.506444551303088630e-01
3.472558950956225465e-01,7.317217441724788163e-01
3.483513395596466444e-01,7.131292590673226073e-01
3.494467840236706868e-01,6.948661563734800373e-01
3.505422284876947292e-01,6.769314242935720038e-01
3.516376729517187716e-01,6.593238865129413817e-01
3.527331174157428140e-01,6.420422061758488397e-01
3.538285618797668564e-01,6.250848899904770661e-01
3.549240063437908987e-01,6.084502924534876955e-01
3.560194508078149411e-01,5.921366201857886091e-01
3.571148952718389835e-01,5.761419363695781115e-01
3.582103397358630259e-01,5.604641652779672745e-01
3.593057841998870683e-01,5.451010968875610319e-01
3.604012286639111107e-01,5.300503915650941478e-01
3.614966731279351531e-01,5.153095848182241978e-01
3.625921175919592510e-01,5.008760921017583190e-01
3.636875620559832378e-01,4.867472136696524565e-01
3.647830065200073357e-01,4.729201394640927258e-01
3.658784509840313226e-01,4.593919540323235795e-01
3.669738954480554205e-01,4.461596414626378126e-01
3.680693399120794629e-01,4.332200903298798478e-01
3.691647843761035053e-01,4.205700986442080236e-01
3.702602288401275477e-01,4.082063787913611796e-01
3.713556733041515900e-01,3.961255624599931413e-01
3.724511177681756324e-01,3.843242055451677741e-01
3.735465622321996748e-01,3.727987930226143720e-01
3.746420066962237172e-01,3.615457437849886602e-01
3.757374511602478151e-01,3.505614154338397848e-01
3.768328956242718020e-01,3.398421090200701711e-01
3.779283400882958999e-01,3.293840737270598562e-01
3.790237845523198867e-01,3.191835114897569325e-01
3.801192290163439846e-01,3.092365815440384358e-01
3.812146734803680270e-01,2.995394049012298221e-01
3.823101179443920694e-01,2.900880687423100790e-01
3.834055624084161118e-01,2.808786307265563886e-01
3.845010068724400987e-01,2.719071232116834214e-01
3.855964513364641966e-01,2.631695573794892162e-01
3.866918958004882390e-01,2.546619272643022569e-01
3.877873402645122813e-01,2.463802136808021792e-01
3.888827847285363237e-01,2.383203880476051917e-01
3.899782291925603661e-01,2.304784161039453716e-01
3.910736736565844085e-01,2.228502615173227341e-01
3.921691181206084509e-01,2.154318893795523493e-01
3.932645625846324933e-01,2.082192695899245938e-01
3.943600070486565912e-01,2.012083801228737034e-01
3.954554515126805780e-01,1.943952101802836896e-01
3.965508959767046759e-01,1.877757632264227261e-01
3.976463404407286628e-01,1.813460599052881816e-01
3.987417849047527607e-01,1.751021408399092427e-01
3.998372293687768031e-01,1.690400693133242704e-01
4.009326738328008455e-01,1.631559338314082785e-01
4.020281182968248879e-01,1.574458505680114973e-01
4.031235627608489303e-01,1.519059656925339785e-01
4.042190072248729726e-01,1.465324575813985453e-01
4.053144516888970150e-01,1.413215389135244193e-01
4.064098961529210574e-01,1.362694586516854656e-01
4.075053406169451553e-01,1.313725039106799219e-01
4.086007850809691422e-01,1.266270017142497040e-01
4.096962295449932401e-01,1.220293206414665571e-01
4.107916740090172270e-01,1.175758723657335941e-01
4.118871184730412693e-01,1.132631130870014463e-01
4.129825629370653672e-01,1.090875448603288167e-01
4.140780074010893541e-01,1.050457168223863091e-01
4.151734518651134520e-01,1.011342263179881434e-01
4.162688963291374389e-01,9.734971992982328903e-02
4.173643407931615368e-01,9.368889441256095241e-02
4.184597852571855792e-01,9.014849753599930848e-02
4.195552297212096216e-01,8.672532883608835563e-02
4.206506741852336639e-01,8.341624028174980665e-02
4.217461186492577063e-01,8.021813685435319474e-02
4.228415631132817487e-01,7.712797704736761017e-02
4.239370075773057911e-01,7.414277328607735140e-02
4.250324520413298335e-01,7.125959227121300699e-02
4.261278965053539314e-01,6.847555524889456513e-02
4.272233409693779183e-01,6.578783820983510888e-02
4.283187854334020161e-01,6.319367202115015736e-02
4.294142298974260030e-01,6.069034249142969684e-02
4.305096743614501009e-01,5.827519037509012317e-02
4.316051188254741433e-01,5.594561131559400158e-02
4.327005632894981857e-01,5.369905573235623369e-02
4.337960077535222281e-01,5.153302865282128470e-02
4.348914522175462705e-01,4.944508949321946983e-02
4.359868966815703129e-01,4.743285179005976571e-02
4.370823411455943552e-01,4.549398288473784080e-02
4.381777856096183976e-01,4.362620356433342256e-02
4.392732300736424400e-01,4.182728766117913000e-02
4.403686745376664269e-01,4.009506161293605736e-02
4.414641190016905803e-01,3.842740398573028793e-02
4.425595634657145672e-01,3.682224496360381877e-02
4.436550079297386096e-01,3.527756580504372297e-02
4.447504523937626519e-01,3.379139827014538550e-02
4.458458968577867498e-01,3.236182401944791981e-02
4.469413413218107922e-01,3.098697398775408438e-02
4.480367857858347791e-01,2.966502773365608039e-02
4.491322302498588215e-01,2.839421276797257643e-02
4.502276747138829194e-01,2.717280386164107331e-02
4.513231191779069618e-01,2.599912233651904478e-02
4.524185636419310041e-01,2.487153533933220834e-02
4.535140081059549910e-01,2.378845510178380362e-02
4.546094525699791444e-01,2.274833818722835424e-02
4.557048970340031313e-01,2.174968472682285367e-02
4.568003414980271737e-01,2.079103764519294947e-02
4.578957859620512161e-01,1.987098187920923256e-02
4.589912304260753140e-01,1.898814358833631963e-02
4.600866748900993564e-01,1.814118936044600144e-02
4.611821193541233432e-01,1.732882541406233906e-02
4.622775638181473856e-01,1.654979679605238230e-02
4.633730082821714835e-01,1.580288657893340679e-02
4.644684527461955259e-01,1.508691505674143382e-02
4.655638972102195683e-01,1.440073894180209958e-02
4.666593416742435552e-01,1.374325056248992642e-02
4.677547861382675976e-01,1.311337706316127033e-02
4.688502306022916954e-01,1.251007960835100012e-02
4.699456750663157378e-01,1.193235258915326460e-02
4.710411195303397802e-01,1.137922283647889443e-02
4.721365639943637671e-01,1.084974883841469812e-02
4.732320084583879205e-01,1.034301996471156775e-02
4.743274529224119074e-01,9.858155697345211479e-03
4.754228973864359498e-01,9.394304870225521006e-03
4.765183418504599921e-01,8.950644914204027372e-03
4.776137863144840900e-01,8.526381114028563912e-03
4.787092307785081324e-01,8.120745872199540416e-03
4.798046752425321193e-01,7.732997982365247443e-03
4.809001197065561617e-01,7.362421913798327874e-03
4.819955641705802596e-01,7.008327105378079486e-03
4.830910086346043020e-01,6.670047270422108446e-03
4.841864530986283444e-01,6.346939712207144181e-03
4.852818975626523312e-01,6.038384651003867939e-03
4.863773420266764846e-01,5.743784562759447591e-03
4.874727864907004715e-01,5.462563528232544652e-03
4.885682309547245139e-01,5.194166595767121461e-03
4.896636754187485563e-01,4.938059154032498413e-03
4.907591198827726542e-01,4.693726318971196305e-03
4.918545643467966966e-01,4.460672330932725395e-03
4.929500088108206834e-01,4.238419965591501068e-03
4.940454532748447258e-01,4.026509956232397248e-03
4.951408977388687682e-01,3.824500429005431214e-03
4.962363422028928661e-01,3.631966350578654575e-03
4.973317866669169085e-01,3.448498987252774251e-03
4.984272311309408954e-01,3.273705377882101929e-03
4.995226755949649378e-01,3.107207818176469568e-03
5.006181200589890912e-01,2.948643357557942813e-03
5.017135645230130780e-01,2.797663307833594699e-03
5.028090089870370649e-01,2.653932764914769017e-03
5.039044534510611628e-01,2.517130142013325814e-03
5.049998979150852607e-01,2.386946714316970190e-03
5.060953423791092476e-01,2.263086176690739821e-03
5.071907868431332345e-01,2.145264211997328137e-03
5.082862313071573324e-01,2.033208071642891596e-03
5.093816757711814303e-01,1.926656166992614296e-03
5.104771202352054171e-01,1.825357673063650711e-03
5.115725646992295150e-01,1.729072142248989832e-03
5.126680091632535019e-01,1.637569129541287163e-03
5.137634536272775998e-01,1.550627828452870709e-03
5.148588980913015867e-01,1.468036718227590937e-03
5.159543425553256846e-01,1.389593219800767162e-03
5.170497870193496714e-01,1.315103363915879828e-03
5.181452314833737693e-01,1.244381468303335479e-03
5.192406759473978672e-01,1.177249825001442166e-03
5.203361204114218541e-01,1.113538397075508179e-03
5.214315648754458410e-01,1.053084525633926280e-03
5.225270093394699389e-01,9.957326448453227962e-04
5.236224538034940368e-01,9.413340074363536671e-04
5.247178982675180237e-01,8.897464183588812449e-04
5.258133427315420105e-01,8.408339770896584549e-04
5.269087871955661084e-01,7.944668288253067465e-04
5.280042316595902063e-01,7.505209237697506525e-04
5.290996761236141932e-01,7.088777845571836607e-04
5.301951205876382911e-01,6.694242815626765550e-04
5.312905650516622780e-01,6.320524159275880786e-04
5.323860095156863759e-01,5.966591103483536449e-04
5.334814539797103627e-01,5.631460066801154910e-04
5.345768984437344606e-01,5.314192712777322542e-04
5.356723429077584475e-01,5.013894065951181225e-04
5.367677873717825454e-01,4.729710704561294107e-04
5.378632318358066433e-01,4.460829006275181361e-04
5.389586762998306302e-01,4.206473471201700775e-04
5.400541207638546171e-01,3.965905096041597022e-04
5.411495652278787150e-01,3.738419815252518367e-04
5.422450096919028129e-01,3.523346999426380747e-04
5.433404541559267997e-01,3.320048004903897957e-04
5.444358986199507866e-01,3.127914781863030350e-04
5.455313430839749955e-01,2.946368543977148798e-04
5.466267875479989824e-01,2.774858474085056207e-04
5.477222320120229693e-01,2.612860489696886067e-04
5.488176764760470672e-01,2.459876056479391639e-04
5.499131209400710540e-01,2.315431044919924670e-04
5.510085654040951519e-01,2.179074635984342041e-04
5.521040098681191388e-01,2.050378264491752988e-04
5.531994543321432367e-01,1.928934614754895739e-04
5.542948987961672236e-01,1.814356651791729192e-04
5.553903432601913215e-01,1.706276681925862409e-04
5.564857877242154194e-01,1.604345474348303389e-04
5.575812321882394063e-01,1.508231397222292453e-04
5.586766766522633931e-01,1.417619603706381443e-04
5.597721211162874910e-01,1.332211245273042031e-04
5.608675655803115889e-01,1.251722719424631773e-04
5.619630100443355758e-01,1.175884950051825817e-04
5.630584545083595627e-01,1.104442699078969376e-04
5.641538989723837716e-01,1.037153907131591383e-04
5.652493434364077585e-01,9.737890609158411615e-05
5.663447879004317453e-01,9.141305902410278516e-05
5.674402323644558432e-01,8.579722921363368813e-05
5.685356768284799411e-01,8.051187759255839962e-05
5.696311212925039280e-01,7.553849372008810867e-05
5.707265657565279149e-01,7.085954538786245593e-05
5.718220102205520128e-01,6.645843060820896787e-05
5.729174546845761107e-01,6.231943113628739435e-05
5.740128991486000976e-01,5.842766914226889881e-05
5.751083436126241955e-01,5.476906493766971320e-05
5.762037880766481823e-01,5.133029694457327824e-05
5.772992325406721692e-01,4.809876381170787843e-05
5.783946770046962671e-01,4.506254752151554239e-05
5.794901214687203650e-01,4.221037969620856066e-05
5.805855659327443519e-01,3.953160690580352448e-05
5.816810103967683387e-01,3.701616060741941229e-05
5.827764548607925477e-01,3.465452663656145118e-05
5.838718993248165345e-01,3.243771595434633351e-05
5.849673437888405214e-01,3.035723844889659474e-05
5.860627882528646193e-01,2.840507605095759816e-05
5.871582327168887172e-01,2.657365867873224519e-05
5.882536771809127041e-01,2.485584044448002698e-05
5.893491216449366910e-01,2.324487723188863760e-05
5.904445661089607889e-01,2.173440541394748498e-05
5.915400105729848867e-01,2.031842216797252743e-05
5.926354550370088736e-01,1.899126552114882490e-05
5.937308995010329715e-01,1.774759620667392665e-05
5.948263439650569584e-01,1.658238064005789969e-05
5.959217884290810563e-01,1.549087449997613530e-05
5.970172328931050432e-01,1.446860643658450684e-05
5.981126773571291411e-01,1.351136370478921657e-05
5.992081218211531279e-01,1.261517788419376786e-05
6.003035662851772258e-01,1.177631181120786102e-05
6.013990107492013237e-01,1.099124596207149929e-05
6.024944552132253106e-01,1.025666747219004385e-05
6.035898996772492975e-01,9.569458091572246292e-06
6.046853441412733954e-01,8.926683395439944280e-06
6.057807886052974933e-01,8.325582654951495332e-06
6.068762330693214802e-01,7.763559260216731703e-06
6.079716775333454670e-01,7.238170804819293439e-06
6.090671219973695649e-01,6.747121105969431710e-06
6.101625664613936628e-01,6.288251525523923570e-06
6.112580109254176497e-01,5.859533321974372952e-06
6.123534553894417476e-01,5.459060213328550051e-06
6.134488998534657345e-01,5.085041130952698118e-06
6.145443443174898324e-01,4.735793838154263682e-06
6.156397887815138192e-01,4.409738394650819926e-06
6.167352332455379171e-01,4.105391691032012912e-06
6.178306777095619040e-01,3.821361335238900970e-06
6.189261221735860019e-01,3.556340619445653054e-06
6.200215666376100998e-01,3.309103036333436856e-06
6.211170111016340867e-01,3.078498783367581141e-06
6.222124555656580736e-01,2.863448942622302250e-06
6.233079000296821714e-01,2.662941410858459025e-06
6.244033444937062693e-01,2.476027775606817950e-06
6.254987889577302562e-01,2.301818834962090150e-06
6.265942334217542431e-01,2.139481405294518655e-06
6.276896778857784520e-01,1.988234746353802189e-06
6.287851223498024389e-01,1.847347138428363384e-06
6.298805668138264258e-01,1.716133620055272451e-06
6.309760112778505237e-01,1.593952713362285518e-06
6.320714557418745105e-01,1.480203774800179702e-06
6.331669002058986084e-01,1.374324461413761642e-06
6.342623446699225953e-01,1.275788907537530943e-06
6.353577891339466932e-01,1.184104888195889251e-06
6.364532335979706801e-01,1.098811568950751921e-06
