# omega(Hartree), S(1/Hartree)
6.024944552132253245e-02,6.989904852226644039e+00
6.134488998534658177e-02,7.012469672231527618e+00
6.244033444937061722e-02,7.032503858887169557e+00
6.353577891339466654e-02,7.050005224215025734e+00
6.463122337741870893e-02,7.064973651514336872e+00
6.572666784144275132e-02,7.077411037400709759e+00
6.682211230546680758e-02,7.087321234673012782e+00
6.791755676949084997e-02,7.094709996226327142e+00
6.901300123351489235e-02,7.099584920201683857e+00
7.010844569753894862e-02,7.101955396537339205e+00
7.120389016156299100e-02,7.101832555061856844e+00
7.229933462558703339e-02,7.099229215246078972e+00
7.339477908961108965e-02,7.094159837702191496e+00
7.449022355363513204e-02,7.086640477518767689e+00
7.558566801765917442e-02,7.076688739456350241e+00
7.668111248168321681e-02,7.064323735064455434e+00
7.777655694570725919e-02,7.049566041718324350e+00
7.887200140973131546e-02,7.032437663580407339e+00
7.996744587375535784e-02,7.012961994468866145e+00
8.106289033777940023e-02,6.991163782602569654e+00
8.215833480180345649e-02,6.967069097178598902e+00
8.325377926582749888e-02,6.940705296726420670e+00
8.434922372985154126e-02,6.912100999172029248e+00
8.544466819387558365e-02,6.881286053534794611e+00
8.654011265789963991e-02,6.848291513171043121e+00
8.763555712192368230e-02,6.813149610469737105e+00
8.873100158594772469e-02,6.775893732898480515e+00
8.982644604997176707e-02,6.736558400290834747e+00
9.092189051399580946e-02,6.695179243259943291e+00
9.201733497801986572e-02,6.651792982618185412e+00
9.311277944204390811e-02,6.606437409677718975e+00
9.420822390606795049e-02,6.559151367301787161e+00
9.530366837009200676e-02,6.509974731573772821e+00
9.639911283411604914e-02,6.458948393947249400e+00
9.749455729814009153e-02,6.406114243737212277e+00
9.859000176216414779e-02,6.351515150810634225e+00
9.968544622618819018e-02,6.295194948332448526e+00
1.007808906902122326e-01,6.237198415421489450e+00
1.018763351542362888e-01,6.177571259569755391e+00
1.029717796182603173e-01,6.116360098677978030e+00
1.040672240822843597e-01,6.053612442560006635e+00
1.051626685463084160e-01,5.989376673768808779e+00
1.062581130103324584e-01,5.923702027598094944e+00
1.073535574743565008e-01,5.856638571113832015e+00
1.084490019383805570e-01,5.788237181073245807e+00
1.095444464024045994e-01,5.718549520589522928e+00
1.106398908664286418e-01,5.647628014405358776e+00
1.117353353304526981e-01,5.575525822640198470e+00
1.128307797944767404e-01,5.502296812882316424e+00
1.139262242585007828e-01,5.427995530500688837e+00
1.150216687225248391e-01,5.352677167057957597e+00
1.161171131865488815e-01,5.276397526712919728e+00
1.172125576505729239e-01,5.199212990508078391e+00
1.183080021145969801e-01,5.121180478446866857e+00
1.194034465786210225e-01,5.042357409274140778e+00
1.204988910426450649e-01,4.962801657884853057e+00
1.215943355066691212e-01,4.882571510296468631e+00
1.226897799706931635e-01,4.801725616133890817e+00
1.237852244347171921e-01,4.720322938589038841e+00
1.248806688987412344e-01,4.638422701831617090e+00
1.259761133627652907e-01,4.556084335863395118e+00
1.270715578267893331e-01,4.473367418825368702e+00
1.281670022908133755e-01,4.390331616783117674e+00
1.292624467548374179e-01,4.307036621036371749e+00
1.303578912188614602e-01,4.223542083015361825e+00
1.314533356828855026e-01,4.139907546848831998e+00
1.325487801469095728e-01,4.056192379706574869e+00
1.336442246109336152e-01,3.972455700042528015e+00
1.347396690749576575e-01,3.888756303883437848e+00
1.358351135389816999e-01,3.805152589331244783e+00
1.369305580030057423e-01,3.721702479467320579e+00
1.380260024670297847e-01,3.638463343868042266e+00
1.391214469310538548e-01,3.555491918962146780e+00
1.402168913950778972e-01,3.472844227479586099e+00
1.413123358591019396e-01,3.390575497261004490e+00
1.424077803231259820e-01,3.308740079714629800e+00
1.435032247871500244e-01,3.227391368224109325e+00
1.445986692511740668e-01,3.146581716825325614e+00
1.456941137151981369e-01,3.066362359484130273e+00
1.467895581792221793e-01,2.986783330316819196e+00
1.478850026432462217e-01,2.907893385105237094e+00
1.489804471072702641e-01,2.829739924463602563e+00
1.500758915712943065e-01,2.752368919018583604e+00
1.511713360353183488e-01,2.675824836964988851e+00
1.522667804993423912e-01,2.600150574356943523e+00
1.533622249633664336e-01,2.525387388489999996e+00
1.544576694273904760e-01,2.451574834721485185e+00
1.555531138914145184e-01,2.378750707064829495e+00
1.566485583554385608e-01,2.306950982879944156e+00
1.577440028194626309e-01,2.236209771964137616e+00
1.588394472834866733e-01,2.166559270328361819e+00
1.599348917475107157e-01,2.098029718919868447e+00
1.610303362115347581e-01,2.030649367527992410e+00
1.621257806755588005e-01,1.964444444080408525e+00
1.632212251395828428e-01,1.899439129508987412e+00
1.643166696036069130e-01,1.835655538330434711e+00
1.654121140676309554e-01,1.773113705055233691e+00
1.665075585316549978e-01,1.711831576502437446e+00
1.676030029956790401e-01,1.651825010063065369e+00
1.686984474597030825e-01,1.593107777918321366e+00
1.697938919237271249e-01,1.535691577183139644e+00
1.708893363877511673e-01,1.479586045908912517e+00
1.719847808517752374e-01,1.424798784844903965e+00
1.730802253157992798e-01,1.371335384822328640e+00
1.741756697798233222e-01,1.319199459593172863e+00
1.752711142438473646e-01,1.268392683923646791e+00
1.763665587078714070e-01,1.218914836712980065e+00
1.774620031718954494e-01,1.170763848881515745e+00
1.785574476359194918e-01,1.123935855746408530e+00
1.796528920999435341e-01,1.078425253581935417e+00
1.807483365639675765e-01,1.034224760042086411e+00
1.818437810279916189e-01,9.913254781063617349e-01
1.829392254920156613e-01,9.497169631970613368e-01
1.840346699560397314e-01,9.093872931057643827e-01
1.851301144200637738e-01,8.703231403598555849e-01
1.862255588840878162e-01,8.325098466560538757e-01
1.873210033481118586e-01,7.959314989864779699e-01
1.884164478121359010e-01,7.605710070854646565e-01
1.895118922761599434e-01,7.264101818288067891e-01
1.906073367401840135e-01,6.934298142259548436e-01
1.917027812042080559e-01,6.616097546533390439e-01
1.927982256682320983e-01,6.309289919911423850e-01
1.938936701322561407e-01,6.013657323378245323e-01
1.949891145962801831e-01,5.728974769931941546e-01
1.960845590603042254e-01,5.455010994181457296e-01
1.971800035243282956e-01,5.191529208972788245e-01
1.982754479883523380e-01,4.938287846502241729e-01
1.993708924523763804e-01,4.695041281580286108e-01
2.004663369164004227e-01,4.461540534915544032e-01
2.015617813804244651e-01,4.237533954505926514e-01
2.026572258444485075e-01,4.022767873435001418e-01
2.037526703084725777e-01,3.816987242583937956e-01
2.048481147724966200e-01,3.619936236989202971e-01
2.059435592365206347e-01,3.431358834774458355e-01
2.070390037005446771e-01,3.250999367790496364e-01
2.081344481645687194e-01,3.078603043301833542e-01
2.092298926285927896e-01,2.913916436224798234e-01
2.103253370926168320e-01,2.756687951629029909e-01
2.114207815566408744e-01,2.606668257356642981e-01
2.125162260206649167e-01,2.463610686787770787e-01
2.136116704846889591e-01,2.327271611926663430e-01
2.147071149487130015e-01,2.197410787111555852e-01
2.158025594127370717e-01,2.073791663786744843e-01
2.168980038767611140e-01,1.956181676881219300e-01
2.179934483407851564e-01,1.844352503440220004e-01
2.190888928048091988e-01,1.738080294254564506e-01
2.201843372688332134e-01,1.637145879301515616e-01
2.212797817328572836e-01,1.541334947883573059e-01
2.223752261968813260e-01,1.450438204419483845e-01
2.234706706609053961e-01,1.364251500870394540e-01
2.245661151249294107e-01,1.282575946837620218e-01
2.256615595889534809e-01,1.205217998401088009e-01
2.267570040529774955e-01,1.131989526769089233e-01
2.278524485170015657e-01,1.062707867855073457e-01
2.289478929810256080e-01,9.971958538631280067e-02
2.300433374450496782e-01,9.352818280109129190e-02
2.311387819090736928e-01,8.767996434660972616e-02
2.322342263730977630e-01,8.215886475973972758e-02
2.333296708371217776e-01,7.694936526003229305e-02
2.344251153011458477e-01,7.203648935518215668e-02
2.355205597651698901e-01,6.740579749126637821e-02
2.366160042291939603e-01,6.304338064829859145e-02
2.377114486932179749e-01,5.893585297562516090e-02
2.388068931572420450e-01,5.507034356231137878e-02
2.399023376212660597e-01,5.143448743133817447e-02
2.409977820852901298e-01,4.801641584256798045e-02
2.420932265493141722e-01,4.480474598844404188e-02
2.431886710133382423e-01,4.178857015843472078e-02
2.442841154773622570e-01,3.895744444850612193e-02
2.453795599413863271e-01,3.630137708387203010e-02
2.464750044054103417e-01,3.381081642338724241e-02
2.475704488694343841e-01,3.147663870544478715e-02
2.486658933334584543e-01,2.929013559624480886e-02
2.497613377974824689e-01,2.724300159250114817e-02
2.508567822615065390e-01,2.532732133197703253e-02
2.519522267255305814e-01,2.353555685529644739e-02
2.530476711895546238e-01,2.186053486657069458e-02
2.541431156535786662e-01,2.029543402993188791e-02
2.552385601176027086e-01,1.883377233807839377e-02
2.563340045816267510e-01,1.746939459024329441e-02
2.574294490456507933e-01,1.619646000371494782e-02
2.585248935096748357e-01,1.500942999209825546e-02
2.596203379736989336e-01,1.390305613007534850e-02
2.607157824377229205e-01,1.287236833006611021e-02
2.618112269017470184e-01,1.191266324628431107e-02
2.629066713657710053e-01,1.101949292723505489e-02
2.640021158297951032e-01,1.018865372636537127e-02
2.650975602938191455e-01,9.416175487736684960e-03
2.661930047578431879e-01,8.698311013219004253e-03
2.672884492218672303e-01,8.031525822903553755e-03
2.683838936858912727e-01,7.412488212545287856e-03
2.694793381499153151e-01,6.838059615954959411e-03
2.705747826139393575e-01,6.305285273103410429e-03
2.716702270779633999e-01,5.811385208388674013e-03
2.727656715419874978e-01,5.353745519559378191e-03
2.738611160060114846e-01,4.929909975359677253e-03
2.749565604700355270e-01,4.537571923928359827e-03
2.760520049340595694e-01,4.174566505809744997e-03
2.771474493980836118e-01,3.838863172230897597e-03
2.782428938621077097e-01,3.528558501866965302e-03
2.793383383261316966e-01,3.241869313399449275e-03
2.804337827901557945e-01,2.977126067660705241e-03
2.815292272541797813e-01,2.732766554346067502e-03
2.826246717182038792e-01,2.507329856766307621e-03
2.837201161822279216e-01,2.299450587830896998e-03
2.848155606462519640e-01,2.107853391169533640e-03
2.859110051102760064e-01,1.931347699494704922e-03
2.870064495743000488e-01,1.768822743026127577e-03
2.881018940383240912e-01,1.619242799897225183e-03
2.891973385023481335e-01,1.481642682688906303e-03
2.902927829663721759e-01,1.355123449711666738e-03
2.913882274303962738e-01,1.238848337888984880e-03
2.924836718944202607e-01,1.132038904113746251e-03
2.935791163584443586e-01,1.033971372492993113e-03
2.946745608224683455e-01,9.439731744218719887e-04
2.957700052864924434e-01,8.614196789294513825e-04
2.968654497505164858e-01,7.857311006777990131e-04
2.979608942145405281e-01,7.163695818280084188e-04
2.990563386785645705e-01,6.528364383223254387e-04
3.001517831425886129e-01,5.946695639450264546e-04
3.012472276066126553e-01,5.414409846435811000e-04
3.023426720706366977e-01,4.927545569120976880e-04
3.034381165346607401e-01,4.482438021635464409e-04
3.045335609986847825e-01,4.075698720657748857e-04
3.056290054627088248e-01,3.704196372334905081e-04
3.067244499267328672e-01,3.365038928112570405e-04
3.078198943907569096e-01,3.055556769651076665e-04
3.089153388547809520e-01,2.773286937529974034e-04
3.100107833188050499e-01,2.515958371141302583e-04
3.111062277828290368e-01,2.281478086758443290e-04
3.122016722468531347e-01,2.067918260343621739e-04
3.132971167108771215e-01,1.873504149207375524e-04
3.143925611749012194e-01,1.696602817757296737e-04
3.154880056389252618e-01,1.535712608757539661e-04
3.165834501029493042e-01,1.389453336934580300e-04
3.176788945669733466e-01,1.256557130622864248e-04
3.187743390309973890e-01,1.135859923381193822e-04
3.198697834950214314e-01,1.026293515670155673e-04
3.209652279590454738e-01,9.268782061858038752e-05
3.220606724230695161e-01,8.367159362811653106e-05
3.231561168870936140e-01,7.549839169222752268e-05
3.242515613511176009e-01,6.809287247092181427e-05
3.253470058151416988e-01,6.138608131557566315e-05
3.264424502791656857e-01,5.531494334660805605e-05
3.275378947431897836e-01,4.982179199334421438e-05
3.286333392072138260e-01,4.485393328359139230e-05
3.297287836712378128e-01,4.036324186523209952e-05
3.308242281352619107e-01,3.630578854191823666e-05
3.319196725992858976e-01,3.264149454711129226e-05
3.330151170633099955e-01,2.933381376908526119e-05
3.341105615273339824e-01,2.634943825450653559e-05
3.352060059913580803e-01,2.365802752739379908e-05
3.363014504553821227e-01,2.123195810579040131e-05
3.373968949194061651e-01,1.904609337658559471e-05
3.384923393834302074e-01,1.707757197195601035e-05
3.395877838474542498e-01,1.530561169974874899e-05
3.406832283114782922e-01,1.371133099144175372e-05
3.417786727755023346e-01,1.227758354368191161e-05
3.428741172395263770e-01,1.098880705672173720e-05
3.439695617035504749e-01,9.830883738821621386e-06
3.450650061675744618e-01,8.791013475461290810e-06
3.461604506315985597e-01,7.857596047971155155e-06
3.472558950956225465e-01,7.020124748843628209e-06
3.483513395596466444e-01,6.269087495391634042e-06
3.494467840236706868e-01,5.595877711728096187e-06
3.505422284876947292e-01,4.992711546517282836e-06
3.516376729517187716e-01,4.452553347536076784e-06
3.527331174157428140e-01,3.969046263746610658e-06
3.538285618797668564e-01,3.536450373677680372e-06
3.549240063437908987e-01,3.149585384468956627e-06
3.560194508078149411e-01,2.803777745892577276e-06
3.571148952718389835e-01,2.494814066388673154e-06
3.582103397358630259e-01,2.218897101715683140e-06
3.593057841998870683e-01,1.972606988884279010e-06
3.604012286639111107e-01,1.752864477708518260e-06
3.614966731279351531e-01,1.556899434321124732e-06
3.625921175919592510e-01,1.382219844841181500e-06
3.636875620559832378e-01,1.226586485608931385e-06
3.647830065200073357e-01,1.087986526526907262e-06
3.658784509840313226e-01,9.646136229867206608e-07
3.669738954480554205e-01,8.548454022648006097e-07
3.680693399120794629e-01,7.572272512920939043e-07
3.691647843761035053e-01,6.704544573087948006e-07
3.702602288401275477e-01,5.933578631710981584e-07
3.713556733041515900e-01,5.248903901228542102e-07
3.724511177681756324e-01,4.641143144141198311e-07
3.735465622321996748e-01,4.101905646425764291e-07
3.746420066962237172e-01,3.623688379684555419e-07
3.757374511602478151e-01,3.199782086943833116e-07
3.768328956242718020e-01,2.824192440156220083e-07
3.779283400882958999e-01,2.491567516839091807e-07
3.790237845523198867e-01,2.197128715662770067e-07
3.801192290163439846e-01,1.936613426178236076e-07
3.812146734803680270e-01,1.706218185428748035e-07
3.823101179443920694e-01,1.502556519373460322e-07
3.834055624084161118e-01,1.322608113040126168e-07
3.845010068724400987e-01,1.163687407066858061e-07
3.855964513364641966e-01,1.023400361084462769e-07
3.866918958004882390e-01,8.996209200188395814e-08
3.877873402645122813e-01,7.904562216339885986e-08
3.888827847285363237e-01,6.942257876963274759e-08
3.899782291925603661e-01,6.094357223777072668e-08
3.910736736565844085e-01,5.347606279247261875e-08
3.921691181206084509e-01,4.690241960331915167e-08
3.932645625846324933e-01,4.111833135256638103e-08
3.943600070486565912e-01,3.603142971981873777e-08
3.954554515126805780e-01,3.155956879844126174e-08
3.965508959767046759e-01,2.763024827274560782e-08
3.976463404407286628e-01,2.417923840889829043e-08
3.987417849047527607e-01,2.114979542717060185e-08
3.998372293687768031e-01,1.849154070763296321e-08
4.009326738328008455e-01,1.616016156082757733e-08
4.020281182968248879e-01,1.411628599232330631e-08
4.031235627608489303e-01,1.232548287432800096e-08
4.042190072248729726e-01,1.075693756162739407e-08
4.053144516888970150e-01,9.383631865298019655e-09
4.064098961529210574e-01,8.182224809701561943e-09
4.075053406169451553e-01,7.131344660479631560e-09
4.086007850809691422e-01,6.212578353623221024e-09
4.096962295449932401e-01,5.409780759274746631e-09
4.107916740090172270e-01,4.708625871723509089e-09
4.118871184730412693e-01,4.096506466769425173e-09
4.129825629370653672e-01,3.562380691243253938e-09
4.140780074010893541e-01,3.096411148580051438e-09
4.151734518651134520e-01,2.690290375371909024e-09
4.162688963291374389e-01,2.336259662343400288e-09
4.173643407931615368e-01,2.028045811674396770e-09
4.184597852571855792e-01,1.759640955381632545e-09
4.195552297212096216e-01,1.526032761212893943e-09
4.206506741852336639e-01,1.322932502666394651e-09
4.217461186492577063e-01,1.146133844217202504e-09
4.228415631132817487e-01,9.927685344024425166e-10
4.239370075773057911e-01,8.593861630910391424e-10
4.250324520413298335e-01,7.437064970429609664e-10
4.261278965053539314e-01,6.432396957451339425e-10
4.272233409693779183e-01,5.561550280463855691e-10
4.283187854334020161e-01,4.805222337539448862e-10
4.294142298974260030e-01,4.151330229221763525e-10
4.305096743614501009e-01,3.583667605659162522e-10
4.316051188254741433e-01,3.093054591857068927e-10
4.327005632894981857e-01,2.668339064861931026e-10
4.337960077535222281e-01,2.300393587595511454e-10
4.348914522175462705e-01,1.982680071476592071e-10
4.359868966815703129e-01,1.708320285040894236e-10
4.370823411455943552e-01,1.470632634328480375e-10
4.381777856096183976e-01,1.265030946080913504e-10
4.392732300736424400e-01,1.089051669102611371e-10
4.403686745376664269e-01,9.366663753462630934e-11
4.414641190016905803e-01,8.056033934270662701e-11
4.425595634657145672e-01,6.916521499453321740e-11
4.436550079297386096e-01,5.941227395633122173e-11
4.447504523937626519e-01,5.098434599069463438e-11
4.458458968577867498e-01,4.386407789275328011e-11
4.469413413218107922e-01,3.759191136485595972e-11
4.480367857858347791e-01,3.225744041936467553e-11
4.491322302498588215e-01,2.759023661744083769e-11
4.502276747138829194e-01,2.367887378835590315e-11
4.513231191779069618e-01,2.022224295327706316e-11
4.524185636419310041e-01,1.739157612356089827e-11
4.535140081059549910e-01,1.485521991308811788e-11
4.546094525699791444e-01,1.258732133498080578e-11
4.557048970340031313e-01,1.087156690466596924e-11
4.568003414980271737e-01,9.316778427296733724e-12
4.578957859620512161e-01,7.952480351157860055e-12
4.589912304260753140e-01,6.780100386258314639e-12
4.600866748900993564e-01,5.772629605309795119e-12
4.611821193541233432e-01,4.959796286808408959e-12
4.622775638181473856e-01,4.285882924666529469e-12
4.633730082821714835e-01,3.608706585867179325e-12
4.644684527461955259e-01,3.129226854601613609e-12
4.655638972102195683e-01,2.647435904303957176e-12
4.666593416742435552e-01,2.307556029541567341e-12
4.677547861382675976e-01,1.994957166745013952e-12
4.688502306022916954e-01,1.680862865899079619e-12
4.699456750663157378e-01,1.481466613783599135e-12
4.710411195303397802e-01,1.135537062004632254e-12
4.721365639943637671e-01,1.050634947164584568e-12
4.732320084583879205e-01,8.775681743193964810e-13
4.743274529224119074e-01,7.916464826559227512e-13
4.754228973864359498e-01,6.759287600323584935e-13
4.765183418504599921e-01,5.596672881926626136e-13
4.776137863144840900e-01,5.904827683917553742e-13
4.787092307785081324e-01,5.030657515947453191e-13
4.798046752425321193e-01,3.559208029858832269e-13
4.809001197065561617e-01,3.567363608106026202e-13
4.819955641705802596e-01,3.277559174728593629e-13
4.830910086346043020e-01,2.687755879055508106e-13
4.841864530986283444e-01,2.095234065144476296e-13
4.852818975626523312e-01,2.399990041402939918e-13
4.863773420266764846e-01,2.706105160921844709e-13
4.874727864907004715e-01,2.410863522703422395e-13
4.885682309547245139e-01,2.718337703469639767e-13
4.896636754187485563e-01,0.000000000000000000e+00
4.907591198827726542e-01,0.000000000000000000e+00
4.918545643467966966e-01,0.000000000000000000e+00
4.929500088108206834e-01,0.000000000000000000e+00
4.940454532748447258e-01,0.000000000000000000e+00
4.951408977388687682e-01,0.000000000000000000e+00
4.962363422028928661e-01,0.000000000000000000e+00
4.973317866669169085e-01,0.000000000000000000e+00
4.984272311309408954e-01,0.000000000000000000e+00
4.995226755949649378e-01,0.000000000000000000e+00
5.006181200589890912e-01,0.000000000000000000e+00
5.017135645230130780e-01,0.000000000000000000e+00
5.028090089870370649e-01,0.000000000000000000e+00
5.039044534510611628e-01,0.000000000000000000e+00
5.049998979150852607e-01,0.000000000000000000e+00
5.060953423791092476e-01,0.000000000000000000e+00
5.071907868431332345e-01,0.000000000000000000e+00
5.082862313071573324e-01,0.000000000000000000e+00
5.093816757711814303e-01,0.000000000000000000e+00
5.104771202352054171e-01,0.000000000000000000e+00
5.115725646992295150e-01,0.000000000000000000e+00
5.126680091632535019e-01,0.000000000000000000e+00
5.137634536272775998e-01,0.000000000000000000e+00
5.148588980913015867e-01,0.000000000000000000e+00
5.159543425553256846e-01,0.000000000000000000e+00
5.170497870193496714e-01,0.000000000000000000e+00
5.181452314833737693e-01,0.000000000000000000e+00
5.192406759473978672e-01,0.000000000000000000e+00
5.203361204114218541e-01,0.000000000000000000e+00
5.214315648754458410e-01,0.000000000000000000e+00
5.225270093394699389e-01,0.000000000000000000e+00
5.236224538034940368e-01,0.000000000000000000e+00
5.247178982675180237e-01,0.000000000000000000e+00
5.258133427315420105e-01,0.000000000000000000e+00
5.269087871955661084e-01,0.000000000000000000e+00
5.280042316595902063e-01,0.000000000000000000e+00
5.290996761236141932e-01,0.000000000000000000e+00
5.301951205876382911e-01,0.000000000000000000e+00
5.312905650516622780e-01,0.000000000000000000e+00
5.323860095156863759e-01,0.000000000000000000e+00
5.334814539797103627e-01,0.000000000000000000e+00
5.345768984437344606e-01,0.000000000000000000e+00
5.356723429077584475e-01,0.000000000000000000e+00
5.367677873717825454e-01,0.000000000000000000e+00
5.378632318358066433e-01,0.000000000000000000e+00
5.389586762998306302e-01,0.000000000000000000e+00
5.400541207638546171e-01,0.000000000000000000e+00
5.411495652278787150e-01,0.000000000000000000e+00
5.422450096919028129e-01,0.000000000000000000e+00
5.433404541559267997e-01,0.000000000000000000e+00
5.444358986199507866e-01,0.000000000000000000e+00
5.455313430839749955e-01,0.000000000000000000e+00
5.466267875479989824e-01,0.000000000000000000e+00
5.477222320120229693e-01,0.000000000000000000e+00
5.488176764760470672e-01,0.000000000000000000e+00
5.499131209400710540e-01,0.000000000000000000e+00
5.510085654040951519e-01,0.000000000000000000e+00
5.521040098681191388e-01,0.000000000000000000e+00
5.531994543321432367e-01,0.000000000000000000e+00
5.542948987961672236e-01,0.000000000000000000e+00
5.553903432601913215e-01,0.000000000000000000e+00
5.564857877242154194e-01,0.000000000000000000e+00
5.575812321882394063e-01,0.000000000000000000e+00
5.586766766522633931e-01,0.000000000000000000e+00
5.597721211162874910e-01,0.000000000000000000e+00
5.608675655803115889e-01,0.000000000000000000e+00
5.619630100443355758e-01,0.000000000000000000e+00
5.630584545083595627e-01,0.000000000000000000e+00
5.641538989723837716e-01,0.000000000000000000e+00
5.652493434364077585e-01,0.000000000000000000e+00
5.663447879004317453e-01,0.000000000000000000e+00
5.674402323644558432e-01,0.000000000000000000e+00
5.685356768284799411e-01,0.000000000000000000e+00
5.696311212925039280e-01,0.000000000000000000e+00
5.707265657565279149e-01,0.000000000000000000e+00
5.718220102205520128e-01,0.000000000000000000e+00
5.729174546845761107e-01,0.000000000000000000e+00
5.740128991486000976e-01,0.000000000000000000e+00
5.751083436126241955e-01,0.000000000000000000e+00
5.762037880766481823e-01,0.000000000000000000e+00
5.772992325406721692e-01,0.000000000000000000e+00
5.783946770046962671e-01,0.000000000000000000e+00
5.794901214687203650e-01,0.000000000000000000e+00
5.805855659327443519e-01,0.000000000000000000e+00
5.816810103967683387e-01,0.000000000000000000e+00
5.827764548607925477e-01,0.000000000000000000e+00
5.838718993248165345e-01,0.000000000000000000e+00
5.849673437888405214e-01,0.000000000000000000e+00
5.860627882528646193e-01,0.000000000000000000e+00
5.871582327168887172e-01,0.000000000000000000e+00
5.882536771809127041e-01,0.000000000000000000e+00
5.893491216449366910e-01,0.000000000000000000e+00
5.904445661089607889e-01,0.000000000000000000e+00
5.915400105729848867e-01,0.000000000000000000e+00
5.926354550370088736e-01,0.000000000000000000e+00
5.937308995010329715e-01,0.000000000000000000e+00
5.948263439650569584e-01,0.000000000000000000e+00
5.959217884290810563e-01,0.000000000000000000e+00
5.970172328931050432e-01,0.000000000000000000e+00
5.981126773571291411e-01,0.000000000000000000e+00
5.992081218211531279e-01,0.000000000000000000e+00
6.003035662851772258e-01,0.000000000000000000e+00
6.013990107492013237e-01,0.000000000000000000e+00
6.024944552132253106e-01,0.000000000000000000e+00
6.035898996772492975e-01,0.000000000000000000e+00
6.046853441412733954e-01,0.000000000000000000e+00
6.057807886052974933e-01,0.000000000000000000e+00
6.068762330693214802e-01,0.000000000000000000e+00
6.079716775333454670e-01,0.000000000000000000e+00
6.090671219973695649e-01,0.000000000000000000e+00
6.101625664613936628e-01,0.000000000000000000e+00
6.112580109254176497e-01,0.000000000000000000e+00
6.123534553894417476e-01,0.000000000000000000e+00
6.134488998534657345e-01,0.000000000000000000e+00
6.145443443174898324e-01,0.000000000000000000e+00
6.156397887815138192e-01,0.000000000000000000e+00
6.167352332455379171e-01,0.000000000000000000e+00
6.178306777095619040e-01,0.000000000000000000e+00
6.189261221735860019e-01,0.000000000000000000e+00
6.200215666376100998e-01,0.000000000000000000e+00
6.211170111016340867e-01,0.000000000000000000e+00
6.222124555656580736e-01,0.000000000000000000e+00
6.233079000296821714e-01,0.000000000000000000e+00
6.244033444937062693e-01,0.000000000000000000e+00
6.254987889577302562e-01,0.000000000000000000e+00
6.265942334217542431e-01,0.000000000000000000e+00
6.276896778857784520e-01,0.000000000000000000e+00
6.287851223498024389e-01,0.000000000000000000e+00
6.298805668138264258e-01,0.000000000000000000e+00
6.309760112778505237e-01,0.000000000000000000e+00
6.320714557418745105e-01,0.000000000000000000e+00
6.331669002058986084e-01,0.000000000000000000e+00
6.342623446699225953e-01,0.000000000000000000e+00
6.353577891339466932e-01,0.000000000000000000e+00
6.364532335979706801e-01,0.000000000000000000e+00
