# omega(Hartree), S(1/Hartree)
3.067244499267328672e-01,1.779984075050589087e-01
3.078198943907569096e-01,1.703966632220603739e-01
3.089153388547809520e-01,1.630726542593545769e-01
3.100107833188050499e-01,1.560186419974854133e-01
3.111062277828290368e-01,1.492269832603685953e-01
3.122016722468531347e-01,1.426901355214757194e-01
3.132971167108771215e-01,1.364006617197627003e-01
3.143925611749012194e-01,1.303512346931743060e-01
3.154880056389252618e-01,1.245346412374807865e-01
3.165834501029493042e-01,1.189437857993955877e-01
3.176788945669733466e-01,1.135716938123161601e-01
3.187743390309973890e-01,1.084115146850380546e-01
3.198697834950214314e-01,1.034565244530817885e-01
3.209652279590454738e-01,9.870012810394120095e-02
3.220606724230695161e-01,9.413586158648479252e-02
3.231561168870936140e-01,8.975739351528180809e-02
3.242515613511176009e-01,8.555852658295054480e-02
3.253470058151416988e-01,8.153319868978445295e-02
3.264424502791656857e-01,7.767548380506643368e-02
3.275378947431897836e-01,7.397959256890558610e-02
3.286333392072138260e-01,7.043987264930345882e-02
3.297287836712378128e-01,6.705080886445016763e-02
3.308242281352619107e-01,6.380702308211325113e-02
3.319196725992858976e-01,6.070327390949013802e-02
3.330151170633099955e-01,5.773445618309520216e-02
3.341105615273339824e-01,5.489560027147594862e-02
3.352060059913580803e-01,5.218187120143878699e-02
3.363014504553821227e-01,4.958856761933410490e-02
3.373968949194061651e-01,4.711112059819956566e-02
3.384923393834302074e-01,4.474509230124194131e-02
3.395877838474542498e-01,4.248617451203944018e-02
3.406832283114782922e-01,4.033018704186529940e-02
3.417786727755023346e-01,3.827307602428374478e-02
3.428741172395263770e-01,3.631091210519072493e-02
3.439695617035504749e-01,3.443988853982554721e-02
3.450650061675744618e-01,3.265631920320756498e-02
3.461604506315985597e-01,3.095663652455492992e-02
3.472558950956225465e-01,2.933738935296771599e-02
3.483513395596466444e-01,2.779524076277932118e-02
3.494467840236706868e-01,2.632696580562815525e-02
3.505422284876947292e-01,2.492944921750126983e-02
3.516376729517187716e-01,2.359968308670112869e-02
3.527331174157428140e-01,2.233476448989589816e-02
3.538285618797668564e-01,2.113189310299105547e-02
3.549240063437908987e-01,1.998836879158318383e-02
3.560194508078149411e-01,1.890158918785097425e-02
3.571148952718389835e-01,1.786904725850644790e-02
3.582103397358630259e-01,1.688832886970651620e-02
3.593057841998870683e-01,1.595711035177299966e-02
3.604012286639111107e-01,1.507315607121944429e-02
3.614966731279351531e-01,1.423431601101307273e-02
3.625921175919592510e-01,1.343852336490970571e-02
3.636875620559832378e-01,1.268379214926939474e-02
3.647830065200073357e-01,1.196821483507270328e-02
3.658784509840313226e-01,1.128996000344327511e-02
3.669738954480554205e-01,1.064727002786544641e-02
3.680693399120794629e-01,1.003845878552984267e-02
3.691647843761035053e-01,9.461909399272229113e-03
3.702602288401275477e-01,8.916072014628706813e-03
3.713556733041515900e-01,8.399461610763566885e-03
3.724511177681756324e-01,7.910655849741972043e-03
3.735465622321996748e-01,7.448292964051263752e-03
3.746420066962237172e-01,7.011069684790195884e-03
3.757374511602478151e-01,6.597739210557089160e-03
3.768328956242718020e-01,6.207109219533698229e-03
3.779283400882958999e-01,5.838039924138980347e-03
3.790237845523198867e-01,5.489442169952147600e-03
3.801192290163439846e-01,5.160275579519744450e-03
3.812146734803680270e-01,4.849546740671996543e-03
3.823101179443920694e-01,4.556307440599294788e-03
3.834055624084161118e-01,4.279652944996157823e-03
3.845010068724400987e-01,4.018720323910754920e-03
3.855964513364641966e-01,3.772686821708522327e-03
3.866918958004882390e-01,3.540768274273153361e-03
3.877873402645122813e-01,3.322217570233343756e-03
3.888827847285363237e-01,3.116323158359699756e-03
3.899782291925603661e-01,2.922407598905064994e-03
3.910736736565844085e-01,2.739826159993970223e-03
3.921691181206084509e-01,2.567965457580322335e-03
3.932645625846324933e-01,2.406242138807860882e-03
3.943600070486565912e-01,2.254101608172320772e-03
3.954554515126805780e-01,2.111016795993324487e-03
3.965508959767046759e-01,1.976486968131650323e-03
3.976463404407286628e-01,1.850036576621838817e-03
3.987417849047527607e-01,1.731214150526597063e-03
3.998372293687768031e-01,1.619591225387089287e-03
4.009326738328008455e-01,1.514761312044706799e-03
4.020281182968248879e-01,1.416338902208271475e-03
4.031235627608489303e-01,1.323958511384633937e-03
4.042190072248729726e-01,1.237273757408899810e-03
4.053144516888970150e-01,1.155956474332322202e-03
4.064098961529210574e-01,1.079695859774313467e-03
4.075053406169451553e-01,1.008197656558057660e-03
4.086007850809691422e-01,9.411833659790038885e-04
4.096962295449932401e-01,8.783894927311074706e-04
4.107916740090172270e-01,8.195668202798769885e-04
4.118871184730412693e-01,7.644797166350466439e-04
4.129825629370653672e-01,7.129054676478191292e-04
4.140780074010893541e-01,6.646336395642063683e-04
4.151734518651134520e-01,6.194654678393562638e-04
4.162688963291374389e-01,5.772132720558343809e-04
4.173643407931615368e-01,5.376998967078107502e-04
4.184597852571855792e-01,5.007581760605401893e-04
4.195552297212096216e-01,4.662304226530984328e-04
4.206506741852336639e-01,4.339679389075514252e-04
4.217461186492577063e-01,4.038305503118790616e-04
4.228415631132817487e-01,3.756861600619705349e-04
4.239370075773057911e-01,3.494103244749453157e-04
4.250324520413298335e-01,3.248858473219645628e-04
4.261278965053539314e-01,3.020023939723293690e-04
4.272233409693779183e-01,2.806561227026591813e-04
4.283187854334020161e-01,2.607493351152301688e-04
4.294142298974260030e-01,2.421901413582406345e-04
4.305096743614501009e-01,2.248921431873567749e-04
4.316051188254741433e-01,2.087741318096816086e-04
4.327005632894981857e-01,1.937598005018639595e-04
4.337960077535222281e-01,1.797774717001923846e-04
4.348914522175462705e-01,1.667598376336236975e-04
4.359868966815703129e-01,1.546437143815717914e-04
4.370823411455943552e-01,1.433698074647147094e-04
4.381777856096183976e-01,1.328824908540870238e-04
4.392732300736424400e-01,1.231295957924535194e-04
4.403686745376664269e-01,1.140622120222311182e-04
4.414641190016905803e-01,1.056344984062948853e-04
4.425595634657145672e-01,9.780350415908145155e-05
4.436550079297386096e-01,9.052899882255900220e-05
4.447504523937626519e-01,8.377331248076110069e-05
4.458458968577867498e-01,7.750118321177196831e-05
4.469413413218107922e-01,7.167961387142869503e-05
4.480367857858347791e-01,6.627773628184562146e-05
4.491322302498588215e-01,6.126668300530395861e-05
4.502276747138829194e-01,5.661946544639899400e-05
4.513231191779069618e-01,5.231086034475027486e-05
4.524185636419310041e-01,4.831730112857095667e-05
4.535140081059549910e-01,4.461677593487502192e-05
4.546094525699791444e-01,4.118873155194667773e-05
4.557048970340031313e-01,3.801398247899890335e-05
4.568003414980271737e-01,3.507462599573996201e-05
4.578957859620512161e-01,3.235396092329385730e-05
4.589912304260753140e-01,2.983641228078761103e-05
4.600866748900993564e-01,2.750745932797744384e-05
4.611821193541233432e-01,2.535356893951822821e-05
4.622775638181473856e-01,2.336213186176394724e-05
4.633730082821714835e-01,2.152140353352901983e-05
4.644684527461955259e-01,1.982044782222014306e-05
4.655638972102195683e-01,1.824908505593518960e-05
4.666593416742435552e-01,1.679784183164411958e-05
4.677547861382675976e-01,1.545790528353847880e-05
4.688502306022916954e-01,1.422107967603906480e-05
4.699456750663157378e-01,1.307974488836670310e-05
4.710411195303397802e-01,1.202681811967411283e-05
4.721365639943637671e-01,1.105571894743065876e-05
4.732320084583879205e-01,1.016033489171715017e-05
4.743274529224119074e-01,9.334989667390775563e-06
4.754228973864359498e-01,8.574413888080352931e-06
4.765183418504599921e-01,7.873717733985406315e-06
4.776137863144840900e-01,7.228364231852224900e-06
4.787092307785081324e-01,6.634145798951160449e-06
4.798046752425321193e-01,6.087161111060559462e-06
4.809001197065561617e-01,5.583793980128311501e-06
4.819955641705802596e-01,5.120693374092970177e-06
4.830910086346043020e-01,4.694755421387304438e-06
4.841864530986283444e-01,4.303105410883739407e-06
4.852818975626523312e-01,3.943081869563723056e-06
4.863773420266764846e-01,3.612221909802839505e-06
4.874727864907004715e-01,3.308246701482998771e-06
4.885682309547245139e-01,3.029047925419123151e-06
4.896636754187485563e-01,2.772676794377703890e-06
4.907591198827726542e-01,2.537331206635300708e-06
4.918545643467966966e-01,2.321346143241678725e-06
4.929500088108206834e-01,2.123183188562225167e-06
4.940454532748447258e-01,1.941421603929731177e-06
4.951408977388687682e-01,1.774749746728600548e-06
4.962363422028928661e-01,1.621956492382617521e-06
4.973317866669169085e-01,1.481924604323615551e-06
4.984272311309408954e-01,1.353623339956138106e-06
4.995226755949649378e-01,1.236102280919839581e-06
5.006181200589890912e-01,1.128485159727142346e-06
5.017135645230130780e-01,1.029964203878865232e-06
5.028090089870370649e-01,9.397952201032962069e-07
5.039044534510611628e-01,8.572929097296462906e-07
5.049998979150852607e-01,7.818259682691625518e-07
5.060953423791092476e-01,7.128132537535661269e-07
5.071907868431332345e-01,6.497200624083531384e-07
5.082862313071573324e-01,5.920544185232759342e-07
5.093816757711814303e-01,5.393640272715221587e-07
5.104771202352054171e-01,4.912324592097107052e-07
5.115725646992295150e-01,4.472774464014414372e-07
5.126680091632535019e-01,4.071475568440042930e-07
5.137634536272775998e-01,3.705198361471178166e-07
5.148588980913015867e-01,3.370977529594600199e-07
5.159543425553256846e-01,3.066094776080454328e-07
5.170497870193496714e-01,2.788045754858167603e-07
5.181452314833737693e-01,2.534537533663390944e-07
5.192406759473978672e-01,2.303470336275500398e-07
5.203361204114218541e-01,2.092916074651835557e-07
5.214315648754458410e-01,1.901102715791285525e-07
5.225270093394699389e-01,1.726411222027190285e-07
5.236224538034940368e-01,1.567356145813489773e-07
5.247178982675180237e-01,1.422579302991020640e-07
5.258133427315420105e-01,1.290830709646522676e-07
5.269087871955661084e-01,1.170975325741602680e-07
5.280042316595902063e-01,1.061965284711830837e-07
5.290996761236141932e-01,9.628501499813161050e-08
5.301951205876382911e-01,8.727530584196548026e-08
5.312905650516622780e-01,7.908770941846389868e-08
5.323860095156863759e-01,7.164921614638169078e-08
5.334814539797103627e-01,6.489327432906400054e-08
5.345768984437344606e-01,5.875865521386326206e-08
5.356723429077584475e-01,5.318981777068025230e-08
5.367677873717825454e-01,4.813621463249737917e-08
5.378632318358066433e-01,4.355108151500519050e-08
5.389586762998306302e-01,3.939216707636107560e-08
5.400541207638546171e-01,3.562107109708705334e-08
5.411495652278787150e-01,3.220244627971116648e-08
5.422450096919028129e-01,2.910413546563844315e-08
5.433404541559267997e-01,2.629702833801727182e-08
5.444358986199507866e-01,2.375442822589218883e-08
5.455313430839749955e-01,2.145184795695725677e-08
5.466267875479989824e-01,1.936736987122730434e-08
5.477222320120229693e-01,1.748082196375714333e-08
5.488176764760470672e-01,1.577387522784263084e-08
5.499131209400710540e-01,1.422972705612544503e-08
5.510085654040951519e-01,1.283356002560321329e-08
5.521040098681191388e-01,1.157115753465277177e-08
5.531994543321432367e-01,1.043013728756851154e-08
5.542948987961672236e-01,9.399317485949368454e-09
5.553903432601913215e-01,8.467917989959538249e-09
5.564857877242154194e-01,7.626798835041906675e-09
5.575812321882394063e-01,6.867478251267398492e-09
5.586766766522633931e-01,6.182245418823030034e-09
5.597721211162874910e-01,5.563640821474173539e-09
5.608675655803115889e-01,5.005861515591904542e-09
5.619630100443355758e-01,4.502684100975034256e-09
5.630584545083595627e-01,4.048974968199885767e-09
5.641538989723837716e-01,3.640116111481185049e-09
5.652493434364077585e-01,3.271610669547746779e-09
5.663447879004317453e-01,2.939699000509953729e-09
5.674402323644558432e-01,2.640777358062980696e-09
5.685356768284799411e-01,2.371480197232323800e-09
5.696311212925039280e-01,2.129193417345307444e-09
5.707265657565279149e-01,1.911200304293582991e-09
5.718220102205520128e-01,1.714923561677748357e-09
5.729174546845761107e-01,1.538467524818172880e-09
5.740128991486000976e-01,1.379785364898099600e-09
5.751083436126241955e-01,1.237274789191453539e-09
5.762037880766481823e-01,1.109075579878725414e-09
5.772992325406721692e-01,9.937755190731122295e-10
5.783946770046962671e-01,8.903875527726614451e-10
5.794901214687203650e-01,7.975335909443540573e-10
5.805855659327443519e-01,7.142080088099305835e-10
5.816810103967683387e-01,6.392597418010597452e-10
5.827764548607925477e-01,5.720785703164552030e-10
5.838718993248165345e-01,5.119665700165741804e-10
5.849673437888405214e-01,4.578060227340525718e-10
5.860627882528646193e-01,4.094938593828506050e-10
5.871582327168887172e-01,3.660945566641112016e-10
5.882536771809127041e-01,3.271928022875779593e-10
5.893491216449366910e-01,2.923421093156405328e-10
5.904445661089607889e-01,2.611481664616987289e-10
5.915400105729848867e-01,2.332972855615741729e-10
5.926354550370088736e-01,2.081935067151470911e-10
5.937308995010329715e-01,1.858808984672119504e-10
5.948263439650569584e-01,1.658140519171212914e-10
5.959217884290810563e-01,1.479497533448188428e-10
5.970172328931050432e-01,1.319907032529318238e-10
5.981126773571291411e-01,1.176937708145867114e-10
5.992081218211531279e-01,1.048139382836992426e-10
6.003035662851772258e-01,9.347275045136787662e-11
6.013990107492013237e-01,8.322469692166298623e-11
6.024944552132253106e-01,7.416140745590670499e-11
6.035898996772492975e-01,6.606164643878322541e-11
6.046853441412733954e-01,5.875960510220649850e-11
6.057807886052974933e-01,5.231705058917356636e-11
6.068762330693214802e-01,4.653825970993848649e-11
6.079716775333454670e-01,4.139829599255950304e-11
6.090671219973695649e-01,3.678572924395577650e-11
6.101625664613936628e-01,3.278998689689447917e-11
6.112580109254176497e-01,2.909699968725668968e-11
6.123534553894417476e-01,2.582417038728473597e-11
6.134488998534657345e-01,2.291591470541767166e-11
6.145443443174898324e-01,2.037427561385859628e-11
6.156397887815138192e-01,1.820129595667266495e-11
6.167352332455379171e-01,1.607861134129041728e-11
6.178306777095619040e-01,1.418161802244488511e-11
6.189261221735860019e-01,1.265773630622263259e-11
6.200215666376100998e-01,1.124544353000887972e-11
6.211170111016340867e-01,9.886693525065900776e-12
6.222124555656580736e-01,8.816918496885412861e-12
6.233079000296821714e-01,7.802152694772520819e-12
6.244033444937062693e-01,6.901699305004994798e-12
6.254987889577302562e-01,6.116186737789447125e-12
6.265942334217542431e-01,5.475842515455321304e-12
6.276896778857784520e-01,4.803543028696555124e-12
6.287851223498024389e-01,4.217946725539265964e-12
6.298805668138264258e-01,3.719524843813800401e-12
6.309760112778505237e-01,3.278940048910107340e-12
6.320714557418745105e-01,3.015950055220434101e-12
6.331669002058986084e-01,2.572538293452343708e-12
6.342623446699225953e-01,2.277383997354012821e-12
6.353577891339466932e-01,1.981182751155933831e-12
6.364532335979706801e-01,1.774145378850646339e-12
