# omega(Hartree), S(1/Hartree)
6.463122337741870893e-02,2.324818227745827581e+00
6.572666784144275132e-02,2.361799509360408056e+00
6.682211230546680758e-02,2.398855319666945540e+00
6.791755676949084997e-02,2.435973209045954047e+00
6.901300123351489235e-02,2.473140627789099710e+00
7.010844569753894862e-02,2.510344936028526153e+00
7.120389016156299100e-02,2.547573413692486799e+00
7.229933462558703339e-02,2.584813270470226243e+00
7.339477908961108965e-02,2.622051655770377465e+00
7.449022355363513204e-02,2.659275668656697178e+00
7.558566801765917442e-02,2.696472367745915033e+00
7.668111248168321681e-02,2.733628781052258816e+00
7.777655694570725919e-02,2.770731915764395925e+00
7.887200140973131546e-02,2.807768767940294730e+00
7.996744587375535784e-02,2.844726332106561451e+00
8.106289033777940023e-02,2.881591610749104415e+00
8.215833480180345649e-02,2.918351623682489127e+00
8.325377926582749888e-02,2.954993417286054580e+00
8.434922372985154126e-02,2.991504073595366631e+00
8.544466819387558365e-02,3.027870719238294761e+00
8.654011265789963991e-02,3.064080534205444906e+00
8.763555712192368230e-02,3.100120760445535417e+00
8.873100158594772469e-02,3.135978710276702053e+00
8.982644604997176707e-02,3.171641774605620689e+00
9.092189051399580946e-02,3.207097430946610928e+00
9.201733497801986572e-02,3.242333251234100988e+00
9.311277944204390811e-02,3.277336909421738831e+00
9.420822390606795049e-02,3.312096188862704071e+00
9.530366837009200676e-02,3.346598989466103458e+00
9.639911283411604914e-02,3.380833334625307440e+00
9.749455729814009153e-02,3.414787377913019562e+00
9.859000176216414779e-02,3.448449409542388544e+00
9.968544622618819018e-02,3.481807862588857105e+00
1.007808906902122326e-01,3.514851318972329164e+00
1.018763351542362888e-01,3.547568515197460304e+00
1.029717796182603173e-01,3.579948347851153567e+00
1.040672240822843597e-01,3.611979878857014103e+00
1.051626685463084160e-01,3.643652340486370989e+00
1.062581130103324584e-01,3.674955140126765940e+00
1.073535574743565008e-01,3.705877864808463151e+00
1.084490019383805570e-01,3.736410285490741057e+00
1.095444464024045994e-01,3.766542361109443959e+00
1.106398908664286418e-01,3.796264242388226240e+00
1.117353353304526981e-01,3.825566275415869466e+00
1.128307797944767404e-01,3.854439004992725071e+00
1.139262242585007828e-01,3.882873177749389448e+00
1.150216687225248391e-01,3.910859745041246782e+00
1.161171131865488815e-01,3.938389865622857755e+00
1.172125576505729239e-01,3.965454908105807252e+00
1.183080021145969801e-01,3.992046453204918688e+00
1.194034465786210225e-01,4.018156295777096432e+00
1.204988910426450649e-01,4.043776446657500578e+00
1.215943355066691212e-01,4.068899134298248121e+00
1.226897799706931635e-01,4.093516806214411830e+00
1.237852244347171921e-01,4.117622130242877709e+00
1.248806688987412344e-01,4.141207995619268445e+00
1.259761133627652907e-01,4.164267513878350258e+00
1.270715578267893331e-01,4.186794019583683912e+00
1.281670022908133755e-01,4.208781070892037235e+00
1.292624467548374179e-01,4.230222449958207065e+00
1.303578912188614602e-01,4.251112163186081538e+00
1.314533356828855026e-01,4.271444441331694541e+00
1.325487801469095728e-01,4.291213739464210697e+00
1.336442246109336152e-01,4.310414736790113110e+00
1.347396690749576575e-01,4.329042336347028730e+00
1.358351135389816999e-01,4.347091664572576342e+00
1.369305580030057423e-01,4.364558070753889574e+00
1.380260024670297847e-01,4.381437126363854517e+00
1.391214469310538548e-01,4.397724624289143236e+00
1.402168913950778972e-01,4.413416577956163600e+00
1.413123358591019396e-01,4.428509220360059118e+00
1.424077803231259820e-01,4.442999003002213065e+00
1.435032247871500244e-01,4.456882594741745862e+00
1.445986692511740668e-01,4.470156880565981261e+00
1.456941137151981369e-01,4.482818960285242404e+00
1.467895581792221793e-01,4.494866147156866276e+00
1.478850026432462217e-01,4.506295966443353507e+00
1.489804471072702641e-01,4.517106153909558941e+00
1.500758915712943065e-01,4.527294654263542384e+00
1.511713360353183488e-01,4.536859619545387190e+00
1.522667804993423912e-01,4.545799407469011122e+00
1.533622249633664336e-01,4.554112579720603904e+00
1.544576694273904760e-01,4.561797900218405033e+00
1.555531138914145184e-01,4.568854333337307949e+00
1.566485583554385608e-01,4.575281042102882445e+00
1.577440028194626309e-01,4.581077386357924830e+00
1.588394472834866733e-01,4.586242920905366560e+00
1.599348917475107157e-01,4.590777393631365833e+00
1.610303362115347581e-01,4.594680743611372797e+00
1.621257806755588005e-01,4.597953099202779725e+00
1.632212251395828428e-01,4.600594776126901486e+00
1.643166696036069130e-01,4.602606275543559278e+00
1.654121140676309554e-01,4.603988282120704767e+00
1.665075585316549978e-01,4.604741662101951682e+00
1.676030029956790401e-01,4.604867461374254844e+00
1.686984474597030825e-01,4.604366903538381628e+00
1.697938919237271249e-01,4.603241387984140509e+00
1.708893363877511673e-01,4.601492487972711487e+00
1.719847808517752374e-01,4.599121948727554532e+00
1.730802253157992798e-01,4.596131685536158251e+00
1.741756697798233222e-01,4.592523781854869647e+00
1.752711142438473646e-01,4.588300487482412926e+00
1.763665587078714070e-01,4.583464216611388586e+00
1.774620031718954494e-01,4.578017546079331979e+00
1.785574476359194918e-01,4.571963213499830481e+00
1.796528920999435341e-01,4.565304115467131219e+00
1.807483365639675765e-01,4.558043305771189324e+00
1.818437810279916189e-01,4.550183993632571422e+00
1.829392254920156613e-01,4.541729541958356542e+00
1.840346699560397314e-01,4.532683465618721819e+00
1.851301144200637738e-01,4.523049429745658045e+00
1.862255588840878162e-01,4.512831248052789235e+00
1.873210033481118586e-01,4.502032881177458812e+00
1.884164478121359010e-01,4.490658435044393215e+00
1.895118922761599434e-01,4.478712159250918035e+00
1.906073367401840135e-01,4.466198445473612999e+00
1.917027812042080559e-01,4.453121825896049657e+00
1.927982256682320983e-01,4.439486971656674719e+00
1.938936701322561407e-01,4.425298691316689847e+00
1.949891145962801831e-01,4.410561929347069920e+00
1.960845590603042254e-01,4.395281764633567789e+00
1.971800035243282956e-01,4.379463408999130003e+00
1.982754479883523380e-01,4.363112205742416094e+00
1.993708924523763804e-01,4.346233628191375153e+00
2.004663369164004227e-01,4.328833278270311169e+00
2.015617813804244651e-01,4.310916885079377536e+00
2.026572258444485075e-01,4.292490303484741254e+00
2.037526703084725777e-01,4.273559512717940656e+00
2.048481147724966200e-01,4.254130614982615910e+00
2.059435592365206347e-01,4.234209834066826161e+00
2.070390037005446771e-01,4.213803513959196501e+00
2.081344481645687194e-01,4.192918117466502004e+00
2.092298926285927896e-01,4.171560224831070585e+00
2.103253370926168320e-01,4.149736532345400519e+00
2.114207815566408744e-01,4.127453850961982695e+00
2.125162260206649167e-01,4.104719104895741211e+00
2.136116704846889591e-01,4.081539330216869210e+00
2.147071149487130015e-01,4.057921673431244436e+00
2.158025594127370717e-01,4.033873390046162299e+00
2.168980038767611140e-01,4.009401843118433284e+00
2.179934483407851564e-01,3.984514501782114415e+00
2.190888928048091988e-01,3.959218939753188060e+00
2.201843372688332134e-01,3.933522833808356545e+00
2.212797817328572836e-01,3.907433962234751590e+00
2.223752261968813260e-01,3.880960203247766582e+00
2.234706706609053961e-01,3.854109533374163732e+00
2.245661151249294107e-01,3.826890025796862105e+00
2.256615595889534809e-01,3.799309848658996458e+00
2.267570040529774955e-01,3.771377263323524964e+00
2.278524485170015657e-01,3.743100622585605386e+00
2.289478929810256080e-01,3.714488368834353516e+00
2.300433374450496782e-01,3.685549032161178129e+00
2.311387819090736928e-01,3.656291228411033600e+00
2.322342263730977630e-01,3.626723657173866577e+00
2.333296708371217776e-01,3.596855099712947368e+00
2.344251153011458477e-01,3.566694416827101755e+00
2.355205597651698901e-01,3.536250546643483261e+00
2.366160042291939603e-01,3.505532502338394085e+00
2.377114486932179749e-01,3.474549369782936825e+00
2.388068931572420450e-01,3.443310305110275582e+00
2.399023376212660597e-01,3.411824532202442306e+00
2.409977820852901298e-01,3.380101340093633500e+00
2.420932265493141722e-01,3.348150080286925956e+00
2.431886710133382423e-01,3.315980163983111240e+00
2.442841154773622570e-01,3.283601059218107299e+00
2.453795599413863271e-01,3.251022287907370689e+00
2.464750044054103417e-01,3.218253422795365637e+00
2.475704488694343841e-01,3.185304084307741146e+00
2.486658933334584543e-01,3.152183937305092609e+00
2.497613377974824689e-01,3.118902687736416102e+00
2.508567822615065390e-01,3.085470079191012349e+00
2.519522267255305814e-01,3.051895889348147595e+00
2.530476711895546238e-01,3.018189926323192829e+00
2.541431156535786662e-01,2.984362024909994027e+00
2.552385601176027086e-01,2.950422042719198057e+00
2.563340045816267510e-01,2.916379856212044430e+00
2.574294490456507933e-01,2.882245356630687372e+00
2.585248935096748357e-01,2.848028445824899446e+00
2.596203379736989336e-01,2.813739031976377092e+00
2.607157824377229205e-01,2.779387025222057606e+00
2.618112269017470184e-01,2.744982333177317990e+00
2.629066713657710053e-01,2.710534856361871192e+00
2.640021158297951032e-01,2.676054483529744399e+00
2.650975602938191455e-01,2.641551086906656298e+00
2.661930047578431879e-01,2.607034517337334822e+00
2.672884492218672303e-01,2.572514599346132691e+00
2.683838936858912727e-01,2.538001126114958428e+00
2.694793381499153151e-01,2.503503854382635119e+00
2.705747826139393575e-01,2.469032499269760983e+00
2.716702270779633999e-01,2.434596729034476326e+00
2.727656715419874978e-01,2.400206159764319391e+00
2.738611160060114846e-01,2.365870350009154244e+00
2.749565604700355270e-01,2.331598795362785026e+00
2.760520049340595694e-01,2.297400922997720585e+00
2.771474493980836118e-01,2.263286086161471644e+00
2.782428938621077097e-01,2.229263558640836695e+00
2.793383383261316966e-01,2.195342529201290915e+00
2.804337827901557945e-01,2.161532096010436721e+00
2.815292272541797813e-01,2.127841261052515254e+00
2.826246717182038792e-01,2.094278924543196307e+00
2.837201161822279216e-01,2.060853879352770424e+00
2.848155606462519640e-01,2.027574805447593054e+00
2.859110051102760064e-01,1.994450264357979119e+00
2.870064495743000488e-01,1.961488693682839290e+00
2.881018940383240912e-01,1.928698401640377869e+00
2.891973385023481335e-01,1.896087561674852706e+00
2.902927829663721759e-01,1.863664207128868044e+00
2.913882274303962738e-01,1.831436225992063793e+00
2.924836718944202607e-01,1.799411355735683227e+00
2.935791163584443586e-01,1.767597178243499156e+00
2.946745608224683455e-01,1.736001114849041738e+00
2.957700052864924434e-01,1.704630421490341829e+00
2.968654497505164858e-01,1.673492183989950588e+00
2.979608942145405281e-01,1.642593313473620809e+00
2.990563386785645705e-01,1.611940541933976956e+00
3.001517831425886129e-01,1.581540417951958100e+00
3.012472276066126553e-01,1.551399302583293283e+00
3.023426720706366977e-01,1.521523365420639040e+00
3.034381165346607401e-01,1.491918580839857178e+00
3.045335609986847825e-01,1.462590724438800116e+00
3.056290054627088248e-01,1.433545369677960535e+00
3.067244499267328672e-01,1.404787884729228331e+00
3.078198943907569096e-01,1.376323429542568810e+00
3.089153388547809520e-01,1.348156953135000391e+00
3.100107833188050499e-01,1.320293191111020281e+00
3.111062277828290368e-01,1.292736663418494913e+00
3.122016722468531347e-01,1.265491672347213603e+00
3.132971167108771215e-01,1.238562300773715652e+00
3.143925611749012194e-01,1.211952410657518131e+00
3.154880056389252618e-01,1.185665641792915670e+00
3.165834501029493042e-01,1.159705410818187232e+00
3.176788945669733466e-01,1.134074910486278842e+00
3.187743390309973890e-01,1.108777109197932376e+00
3.198697834950214314e-01,1.083814750798483884e+00
3.209652279590454738e-01,1.059190354639736542e+00
3.220606724230695161e-01,1.034906215905429416e+00
3.231561168870936140e-01,1.010964406201414478e+00
3.242515613511176009e-01,9.873667744067703422e-01
3.253470058151416988e-01,9.641149477848400817e-01
3.264424502791656857e-01,9.412103333579205922e-01
3.275378947431897836e-01,9.186541195218449474e-01
3.286333392072138260e-01,8.964472779251414503e-01
3.297287836712378128e-01,8.745905655864051331e-01
3.308242281352619107e-01,8.530845272526479395e-01
3.319196725992858976e-01,8.319294979926757927e-01
3.330151170633099955e-01,8.111256060179590222e-01
3.341105615273339824e-01,7.906727757249897293e-01
3.352060059913580803e-01,7.705707309510945180e-01
3.363014504553821227e-01,7.508189984363550229e-01
3.373968949194061651e-01,7.314169114831775564e-01
3.384923393834302074e-01,7.123636138045962296e-01
3.395877838474542498e-01,6.936580635527033190e-01
3.406832283114782922e-01,6.752990375177672089e-01
3.417786727755023346e-01,6.572851354875324237e-01
3.428741172395263770e-01,6.396147847580516688e-01
3.439695617035504749e-01,6.222862447849639711e-01
3.450650061675744618e-01,6.052976119651950482e-01
3.461604506315985597e-01,5.886468245382106002e-01
3.472558950956225465e-01,5.723316675966215739e-01
3.483513395596466444e-01,5.563497781953264942e-01
3.494467840236706868e-01,5.406986505478668104e-01
3.505422284876947292e-01,5.253756413003134451e-01
3.516376729517187716e-01,5.103779748707780728e-01
3.527331174157428140e-01,4.957027488444240015e-01
3.538285618797668564e-01,4.813469394134219925e-01
3.549240063437908987e-01,4.673074068515163937e-01
3.560194508078149411e-01,4.535809010119409290e-01
3.571148952718389835e-01,4.401640668401231027e-01
3.582103397358630259e-01,4.270534498894907327e-01
3.593057841998870683e-01,4.142455018321126725e-01
3.604012286639111107e-01,4.017365859540642514e-01
3.614966731279351531e-01,3.895229826261196737e-01
3.625921175919592510e-01,3.776008947420458894e-01
3.636875620559832378e-01,3.659664531140089383e-01
3.647830065200073357e-01,3.546157218190555405e-01
3.658784509840313226e-01,3.435447034872367578e-01
3.669738954480554205e-01,3.327493445245786607e-01
3.680693399120794629e-01,3.222255402637779764e-01
3.691647843761035053e-01,3.119691400354133726e-01
3.702602288401275477e-01,3.019759521536341529e-01
3.713556733041515900e-01,2.922417488108728367e-01
3.724511177681756324e-01,2.827622708746639901e-01
3.735465622321996748e-01,2.735332325827917188e-01
3.746420066962237172e-01,2.645503261316859422e-01
3.757374511602478151e-01,2.558092261523911004e-01
3.768328956242718020e-01,2.473055940722789781e-01
3.779283400882958999e-01,2.390350823573204053e-01
3.790237845523198867e-01,2.309933386324296845e-01
3.801192290163439846e-01,2.231760096766097767e-01
3.812146734803680270e-01,2.155787452910762070e-01
3.823101179443920694e-01,2.081972020378113353e-01
3.834055624084161118e-01,2.010270468468252913e-01
3.845010068724400987e-01,1.940639604914488892e-01
3.855964513364641966e-01,1.873036409293619420e-01
3.866918958004882390e-01,1.807418065098725379e-01
3.877873402645122813e-01,1.743741990467595482e-01
3.888827847285363237e-01,1.681965867557068117e-01
3.899782291925603661e-01,1.622047670582028311e-01
3.910736736565844085e-01,1.563945692504674079e-01
3.921691181206084509e-01,1.507618570398536195e-01
3.932645625846324933e-01,1.453025309485065086e-01
3.943600070486565912e-01,1.400125305860487612e-01
3.954554515126805780e-01,1.348878367926519273e-01
3.965508959767046759e-01,1.299244736544613865e-01
3.976463404407286628e-01,1.251185103918817376e-01
3.987417849047527607e-01,1.204660631248677255e-01
3.998372293687768031e-01,1.159632965152766898e-01
4.009326738328008455e-01,1.116064252906896342e-01
4.020281182968248879e-01,1.073917156494913761e-01
4.031235627608489303e-01,1.033154865531190070e-01
4.042190072248729726e-01,9.937411090487019427e-02
4.053144516888970150e-01,9.556401662084973436e-02
4.064098961529210574e-01,9.188168759402409735e-02
4.075053406169451553e-01,8.832366455518309012e-02
4.086007850809691422e-01,8.488654583423869970e-02
4.096962295449932401e-01,8.156698802349136856e-02
4.107916740090172270e-01,7.836170654772552091e-02
4.118871184730412693e-01,7.526747614352558013e-02
4.129825629370653672e-01,7.228113125038027054e-02
4.140780074010893541e-01,6.939956631830769551e-02
4.151734518651134520e-01,6.661973603349918838e-02
4.162688963291374389e-01,6.393865546649504794e-02
4.173643407931615368e-01,6.135340014587762486e-02
4.184597852571855792e-01,5.886110605984645749e-02
4.195552297212096216e-01,5.645896959014810867e-02
4.206506741852336639e-01,5.414424738007624083e-02
4.217461186492577063e-01,5.191425614133429733e-02
4.228415631132817487e-01,4.976637240121616762e-02
4.239370075773057911e-01,4.769803219422440871e-02
4.250324520413298335e-01,4.570673070059225185e-02
4.261278965053539314e-01,4.379002183505979751e-02
4.272233409693779183e-01,4.194551778810784448e-02
4.283187854334020161e-01,4.017088852337135502e-02
4.294142298974260030e-01,3.846386123375258176e-02
4.305096743614501009e-01,3.682221975730151642e-02
4.316051188254741433e-01,3.524380395920017478e-02
4.327005632894981857e-01,3.372650907804286557e-02
4.337960077535222281e-01,3.226828504215817350e-02
4.348914522175462705e-01,3.086713575695463826e-02
4.359868966815703129e-01,2.952111836594794453e-02
4.370823411455943552e-01,2.822834248767426904e-02
4.381777856096183976e-01,2.698696943057293102e-02
4.392732300736424400e-01,2.579521138855712589e-02
4.403686745376664269e-01,2.465133061859360597e-02
4.414641190016905803e-01,2.355363860264885270e-02
4.425595634657145672e-01,2.250049519560674144e-02
4.436550079297386096e-01,2.149030776179067237e-02
4.447504523937626519e-01,2.052153030051414792e-02
4.458458968577867498e-01,1.959266256358467573e-02
4.469413413218107922e-01,1.870224916576865293e-02
4.480367857858347791e-01,1.784887868969948013e-02
4.491322302498588215e-01,1.703118278680658057e-02
4.502276747138829194e-01,1.624783527593990848e-02
4.513231191779069618e-01,1.549755124053668609e-02
4.524185636419310041e-01,1.477908612581133388e-02
4.535140081059549910e-01,1.409123483714924512e-02
4.546094525699791444e-01,1.343283084109722636e-02
4.557048970340031313e-01,1.280274526904991682e-02
4.568003414980271737e-01,1.219988602631944669e-02
4.578957859620512161e-01,1.162319690552484838e-02
4.589912304260753140e-01,1.107165670710085620e-02
4.600866748900993564e-01,1.054427836579419596e-02
4.611821193541233432e-01,1.004010808640617980e-02
4.622775638181473856e-01,9.558224486545759124e-03
4.633730082821714835e-01,9.097737748987229714e-03
4.644684527461955259e-01,8.657788785184573205e-03
4.655638972102195683e-01,8.237548406954313049e-03
4.666593416742435552e-01,7.836216510493211954e-03
4.677547861382675976e-01,7.453021271536203890e-03
4.688502306022916954e-01,7.087218352110387885e-03
4.699456750663157378e-01,6.738090118874288416e-03
4.710411195303397802e-01,6.404944875812008075e-03
4.721365639943637671e-01,6.087116107434394768e-03
4.732320084583879205e-01,5.783961736968592712e-03
4.743274529224119074e-01,5.494863396464160117e-03
4.754228973864359498e-01,5.219225712287414894e-03
4.765183418504599921e-01,4.956475602035774648e-03
4.776137863144840900e-01,4.706061587350271816e-03
4.787092307785081324e-01,4.467453119534634497e-03
4.798046752425321193e-01,4.240139919808465045e-03
4.809001197065561617e-01,4.023631333784190994e-03
4.819955641705802596e-01,3.817455699587163354e-03
4.830910086346043020e-01,3.621159730564750719e-03
4.841864530986283444e-01,3.434307912217417214e-03
4.852818975626523312e-01,3.256481913851114879e-03
4.863773420266764846e-01,3.087280012680395334e-03
4.874727864907004715e-01,2.926316533921486870e-03
4.885682309547245139e-01,2.773221303746640880e-03
4.896636754187485563e-01,2.627639116591440251e-03
4.907591198827726542e-01,2.489229215821677291e-03
4.918545643467966966e-01,2.357664788802333114e-03
4.929500088108206834e-01,2.232632474399373970e-03
4.940454532748447258e-01,2.113831884966872830e-03
4.951408977388687682e-01,2.000975141061983164e-03
4.962363422028928661e-01,1.893786418366861287e-03
4.973317866669169085e-01,1.792001509566921308e-03
4.984272311309408954e-01,1.695367396304242602e-03
4.995226755949649378e-01,1.603641836213532930e-03
5.006181200589890912e-01,1.516592959808580688e-03
5.017135645230130780e-01,1.433998881061073838e-03
5.028090089870370649e-01,1.355647319446453202e-03
5.039044534510611628e-01,1.281335233499102414e-03
5.049998979150852607e-01,1.210868465134427212e-03
5.060953423791092476e-01,1.144061397342816672e-03
5.071907868431332345e-01,1.080736619747904581e-03
5.082862313071573324e-01,1.020724607065108666e-03
5.093816757711814303e-01,9.638634080975481836e-04
5.104771202352054171e-01,9.099983436475129767e-04
5.115725646992295150e-01,8.589817154567028689e-04
5.126680091632535019e-01,8.106725248490892315e-04
5.137634536272775998e-01,7.649362007803741205e-04
5.148588980913015867e-01,7.216443368253404236e-04
5.159543425553256846e-01,6.806744388702416163e-04
5.170497870193496714e-01,6.419096789545050002e-04
5.181452314833737693e-01,6.052386607219292303e-04
5.192406759473978672e-01,5.705551909244132571e-04
5.203361204114218541e-01,5.377580607422869025e-04
5.214315648754458410e-01,5.067508337640924199e-04
5.225270093394699389e-01,4.774416430008402335e-04
5.236224538034940368e-01,4.497429944922813768e-04
5.247178982675180237e-01,4.235715785523455450e-04
5.258133427315420105e-01,3.988480875696924239e-04
5.269087871955661084e-01,3.754970423902137078e-04
5.280042316595902063e-01,3.534466226644798086e-04
5.290996761236141932e-01,3.326285066746314102e-04
5.301951205876382911e-01,3.129777146671143149e-04
5.312905650516622780e-01,2.944324601224086149e-04
5.323860095156863759e-01,2.769340066492235455e-04
5.334814539797103627e-01,2.604265292487100867e-04
5.345768984437344606e-01,2.448569831639936870e-04
5.356723429077584475e-01,2.301749761068295152e-04
5.367677873717825454e-01,2.163326471140829558e-04
5.378632318358066433e-01,2.032845495174865008e-04
5.389586762998306302e-01,1.909875387998383970e-04
5.400541207638546171e-01,1.794006652226569310e-04
5.411495652278787150e-01,1.684850713427286646e-04
5.422450096919028129e-01,1.582038932880788047e-04
5.433404541559267997e-01,1.485221662596828589e-04
5.444358986199507866e-01,1.394067341917631713e-04
5.455313430839749955e-01,1.308261633278783053e-04
5.466267875479989824e-01,1.227506593562341646e-04
5.477222320120229693e-01,1.151519883705308817e-04
5.488176764760470672e-01,1.080034010332533610e-04
5.499131209400710540e-01,1.012795602449141039e-04
5.510085654040951519e-01,9.495647183972358686e-05
5.521040098681191388e-01,8.901141884866791277e-05
5.531994543321432367e-01,8.342289764018755128e-05
5.542948987961672236e-01,7.817055811263427909e-05
5.553903432601913215e-01,7.323514635698904097e-05
5.564857877242154194e-01,6.859844866746584694e-05
5.575812321882394063e-01,6.424324027203271294e-05
5.586766766522633931e-01,6.015323467127009889e-05
5.597721211162874910e-01,5.631303593737995827e-05
5.608675655803115889e-01,5.270809331319815575e-05
5.619630100443355758e-01,4.932465795262177860e-05
5.630584545083595627e-01,4.614974130548018453e-05
5.641538989723837716e-01,4.317107629815661226e-05
5.652493434364077585e-01,4.037707904664289172e-05
5.663447879004317453e-01,3.775681376978337270e-05
5.674402323644558432e-01,3.529995888262636532e-05
5.685356768284799411e-01,3.299677411277206023e-05
5.696311212925039280e-01,3.083807015292686890e-05
5.707265657565279149e-01,2.881517921457755623e-05
5.718220102205520128e-01,2.691992768154631116e-05
5.729174546845761107e-01,2.514460841894953456e-05
5.740128991486000976e-01,2.348195768314750712e-05
5.751083436126241955e-01,2.192512875525755536e-05
5.762037880766481823e-01,2.046767163744578927e-05
5.772992325406721692e-01,1.910350979988734981e-05
5.783946770046962671e-01,1.782692041847147601e-05
5.794901214687203650e-01,1.663251495656799746e-05
5.805855659327443519e-01,1.551522079087454918e-05
5.816810103967683387e-01,1.447026355261531957e-05
5.827764548607925477e-01,1.349315033601056344e-05
5.838718993248165345e-01,1.257965483227184471e-05
5.849673437888405214e-01,1.172580130523405680e-05
5.860627882528646193e-01,1.092785153868801456e-05
5.871582327168887172e-01,1.018229064730262408e-05
5.882536771809127041e-01,9.485814775553535826e-06
5.893491216449366910e-01,8.835319120625592949e-06
5.904445661089607889e-01,8.227886426532591578e-06
5.915400105729848867e-01,7.660776498221010875e-06
5.926354550370088736e-01,7.131415621308041153e-06
5.937308995010329715e-01,6.637387161581321766e-06
5.948263439650569584e-01,6.176422889073645470e-06
5.959217884290810563e-01,5.746393144185395458e-06
5.970172328931050432e-01,5.345300385620112299e-06
5.981126773571291411e-01,4.971269964698082250e-06
5.992081218211531279e-01,4.622543875421658315e-06
6.003035662851772258e-01,4.297473418686013537e-06
6.013990107492013237e-01,3.994512774598163236e-06
6.024944552132253106e-01,3.712212993250586886e-06
6.035898996772492975e-01,3.449216338519309675e-06
6.046853441412733954e-01,3.204250317784315294e-06
6.057807886052974933e-01,2.976123151504732526e-06
6.068762330693214802e-01,2.763718700779373196e-06
6.079716775333454670e-01,2.565991547275157399e-06
6.090671219973695649e-01,2.381963438369438456e-06
6.101625664613936628e-01,2.210718424538279048e-06
6.112580109254176497e-01,2.051399417624633715e-06
6.123534553894417476e-01,1.903204753173383229e-06
6.134488998534657345e-01,1.765384318664518460e-06
6.145443443174898324e-01,1.637236683591240591e-06
6.156397887815138192e-01,1.518106217111352772e-06
6.167352332455379171e-01,1.407379825939065665e-06
6.178306777095619040e-01,1.304484560418869720e-06
6.189261221735860019e-01,1.208885140887411081e-06
6.200215666376100998e-01,1.120081452996445464e-06
6.211170111016340867e-01,1.037606456359346469e-06
6.222124555656580736e-01,9.610239185521281931e-07
6.233079000296821714e-01,8.899267406369666143e-07
6.244033444937062693e-01,8.239345665361775596e-07
6.254987889577302562e-01,7.626928555527570146e-07
6.265942334217542431e-01,7.058706967943792523e-07
6.276896778857784520e-01,6.531591964505596436e-07
6.287851223498024389e-01,6.042705703142481119e-07
6.298805668138264258e-01,5.589362979060287011e-07
6.309760112778505237e-01,5.169061327908369556e-07
6.320714557418745105e-01,4.779467737719546553e-07
6.331669002058986084e-01,4.418408977586405752e-07
6.342623446699225953e-01,4.083858781141473204e-07
6.353577891339466932e-01,3.773931699178037420e-07
6.364532335979706801e-01,3.486870546703541976e-07
